name,age,vintage,vol,ml,price
"Aberlour, Original Bottling (US Import)",10,,43.00%,750,31 €January 2019
"Aberlour, Original Bottling (US Import Old Style)",18,,43.00%,750,146 €September 2016
"Aberlour, Original BottlingA Bunadh (US Release) b.1999(Batch 6)",,,59.90%,750,265 €May 2019
"Aberlour, Original Bottling (Very Old Style)",10,,40.00%,700,39 €May 2014
"Aberlour, Original Bottling (VOHM)",12,,40.00%,710,101 €May 2019
"Aberlour, Original BottlingSingle Sherry Cask (Warehouse No.1) b.2011",16,1995,57.20%,700,180 €April 2016
"Aberlour, Original BottlingSingle Bourbon Cask Selection (Warehouse No.1) b.2006One of 1992 Bottles",14,1992,58.60%,700,188 €October 2015
"Aberlour, Robert Scott & CoScott´s Selection b.2012",22,1990,50.10%,700,90 €March 2018
"Aberlour, Robert Scott & CoScott´s Selection b.2011",22,1989,49.80%,700,93 €October 2017
"Aberlour, Robert Scott & CoScott´s Selection (US Import) b.2007",18,1989,52.80%,750,161 €December 2018
"Aberlour, SamaroliCoilltean (Italian Import) b.2006One of 306 Bottles (Cask 8418)",12,1994,45.00%,700,175 €June 2018
"Aberlour, Scotch Malt Whisky Society54.43 b.2016One of 228 Bottles",9,2007,59.50%,700,58 €February 2019
"Aberlour, Scotch Malt Whisky Society54.39 b.2016One of 216 Bottles",9,2007,59.90%,700,70 €March 2019
"Aberlour, Scotch Malt Whisky Society54.33 b.2014One of 163 Bottles",12,2002,60.10%,700,64 €February 2016
"Aberlour, Scotch Malt Whisky Society54.11 b.1997",5,1992,64.50%,700,46 €September 2013
"Aberlour, Scotch Malt Whisky Society54.42 b.2016One of 210 Bottles",9,2007,59.10%,700,63 €February 2019
"Aberlour, Scotch Malt Whisky Society54.52 b.2016One of 228 Bottles",19,1997,54.00%,700,93 €June 2019
"Aberlour, Scotch Malt Whisky Society54.63 b.2017One of 210 Bottles",17,2000,54.20%,700,96 €March 2019
"Aberlour, Scotch Malt Whisky Society54.26 b.2007",11,1996,60.50%,700,139 €November 2016
"Aberlour, Scotch Malt Whisky Society54.68",12,,53.80%,700,68 €June 2019
"Aberlour, Scotch Malt Whisky Society54.35 b.2014One of 282 Bottles",17,1997,55.10%,700,75 €February 2018
"Aberlour, Scotch Malt Whisky Society54.64 b.2017One of 191 Bottles",9,2008,59.60%,700,70 €March 2019
"Aberlour, Scotch Malt Whisky Society54.36 b.2014One of 246 Bottles",9,2005,59.70%,700,62 €September 2018
"Aberlour, Scottish Liqueur CentreCàrn Mòr b.2012One of 900 Bottles",18,1994,46.00%,700,77 €June 2016
"Aberlour, Signatory Vintage b.1995One of 158 Bottles (Cask 11028)",21,1974,55.50%,700,452 €June 2018
"Aberlour, Signatory Vintage b.2006One of 225 Bottles (Cask 101767)",16,1990,55.00%,700,66 €October 2012
"Aberlour, Signatory Vintage b.2009(Cask 101772)",19,1990,55.40%,700,101 €March 2016
"Aberlour, Signatory Vintage Miniature b.1989One of 2400 Bottles (Cask 236)",19,1970,46.00%,50,14 €October 2017
"Aberlour, Signatory Vintage b.1989One of 1300 Bottles (Cask 236-239)",19,1970,46.00%,700,305 €December 2018
"Aberlour, Speciality DrinksSingle Malts of Scotland b.2012One of 250 Bottles",22,1990,54.10%,700,75 €July 2017
"Aberlour, That Boutique-y Whisky CompanyOne of 298 Bottles (Batch 2)",,,52.10%,500,103 €May 2019
"Aberlour, That Boutique-y Whisky CompanyOne of 175 Bottles (Batch 1)",,,54.60%,500,99 €April 2019
"Aberlour, That Boutique-y Whisky CompanyOne of 432 Bottles (Batch 4)",23,,51.00%,500,85 €April 2019
