name,age,vintage,vol,ml,price
"Arran, Jack Wiebers Whisky WorldSteamship Line b.2014One of 119 Bottles",18,1996,52.60%,700,232 €March 2019
"Arran, Juul's Vin & Spiritus(Cask 119)",4,,46.00%,700,172 €September 2018
"Arran, Juul's Vin & SpiritusFlying Peacock b.2009One of 709 Bottles (Cask 29)",10,1999,58.10%,700,69 €February 2019
"Arran, Kirsch Import b.2014One of 240 Bottles (Cask 1023)",18,1996,53.20%,700,72 €March 2019
"Arran, Mac Y10th Anniversary b.2006One of 450 Bottles (Cask 718)",10,1996,48.00%,700,130 €January 2013
"Arran, Malt Whisky CompanyCoopers Choice b.2013One of 350 Bottles (Cask 373)",17,1996,46.00%,700,57 €February 2019
"Arran, Maltman b.2014One of 474 Bottles (Cask 1636)",18,1996,49.60%,700,99 €September 2018
"Arran, Maltman b.2012One of 391 Bottles (Cask 1094)",16,1996,46.00%,700,56 €July 2018
"Arran, Malts of Scotland b.2014One of 612 Bottles",18,1996,54.90%,700,76 €February 2019
"Arran, Malts of Scotland b.2013One of 310 Bottles",12,2001,46.00%,700,64 €May 2019
"Arran, Malts of Scotland b.2013One of 249 Bottles (Cask 13002)",17,1996,56.30%,700,84 €February 2019
"Arran, Malts of ScotlandThe Warehouse Dram no.7 b.2015One of 172 Bottles",19,1996,55.90%,500,106 €August 2015
"Arran, Master of Malt b.2013One of 100 Bottles",17,1996,53.60%,700,83 €April 2016
"Arran, Meadowside BlendingThe Maltman b.2013One of 348 Bottles (Cask 1272)",17,1996,46.00%,700,94 €November 2018
"Arran, Meadowside BlendingMaltman (Sherry Cask) b.2013One of 258 Bottles (Cask 1078)",16,1997,46.00%,700,106 €March 2018
"Arran, Moon-ImportParis b.2004One of 980 Bottles",9,1995,46.00%,700,340 €June 2019
"Arran, Norse Cask SelectionRare Cask Selection b.2007(Cask 2108)",11,1996,58.30%,700,57 €November 2016
"Arran, North Star Spirits b.2016One of 234 Bottles",20,1996,51.90%,700,143 €February 2018
"Arran, Original BottlingDistillery Exclusive b.2014One of 164 Bottles (Cask 130)",15,1999,53.50%,700,81 €January 2019
"Arran, Original BottlingSherry Cask b.2008One of 323 Bottles (Cask 526)",10,1998,56.90%,700,63 €June 2017
"Arran, Original BottlingPrivate Cask b.2016One of 208 Bottles (Cask 800472)",10,2006,52.50%,700,89 €February 2018
"Arran, Original BottlingRobert Burns",,,43.00%,700,32 €March 2019
"Arran, Original BottlingSassicaia Wine Cask",,,55.00%,700,121 €April 2019
"Arran, Original BottlingMaster of Distilling b.2017One of 12000 Bottles",10,2007,54.20%,700,126 €May 2019
"Arran, Original BottlingCognac Cask b.2005One of 480 Bottles",,,59.50%,700,102 €June 2016
"Arran, Original BottlingQuarter CaskOne of 438 Bottles",,,52.80%,700,95 €May 2019
"Arran, Original BottlingBourbon Cask b.2010One of 195 Bottles (Cask 42)",9,2001,55.10%,700,56 €November 2018
"Arran, Original BottlingPrivate Cask b.2014One of 197 Bottles (Cask 2000/1106)",14,2000,55.50%,700,59 €January 2019
"Arran, Original BottlingSingle Malt",,,43.00%,700,25 €November 2018
"Arran, Original BottlingSingle Cask b.2010One of 227 Bottles (Cask 709)",12,1998,57.90%,700,65 €October 2013
"Arran, Original BottlingFounder´s Reserve",18,,43.00%,700,62 €June 2019
"Arran, Original BottlingAnniversary Decanter Decanter",10,,46.00%,700,215 €September 2013
"Arran, Original BottlingPirnhill Primary Centenary",,,49.00%,200,68 €September 2015
"Arran, Original BottlingAngel´s Reserve b.2014One of 1188 Bottles",18,1996,51.10%,700,100 €November 2018
"Arran, Original BottlingPremier Cru Sauternes Cask b.2006One of 316 Bottles",,,56.40%,700,106 €November 2018
"Arran, Original BottlingMadeira Wine Cask Finish",,,50.00%,700,34 €June 2019
"Arran, Original BottlingPrivate Cask b.2009(Cask 179)",13,1996,53.70%,700,70 €January 2019
"Arran, Original BottlingNapoleon b.2006One of 499 Bottles",,,57.80%,750,71 €November 2016
"Arran, Original BottlingPrivate Cask b.2012One of 250 Bottles (Cask 2006/027)",6,2006,56.30%,700,68 €January 2019
"Arran, Original BottlingSingle Cask b.2003(Cask 95/385)",,,57.10%,700,142 €September 2016
"Arran, Original BottlingCaramba Dutch b.2017One of 281 Bottles (Cask 800475)",11,2006,54.60%,700,110 €March 2019
"Arran, Original BottlingFounders Reserve  b.2001One of 72 Bottles",,,43.00%,700,73 €April 2015
"Arran, Original BottlingSherry Single Cask b.2011(Cask 2007)",15,1996,57.50%,700,103 €December 2017
"Arran, Original BottlingOne of 9000 Bottles",21,,46.00%,700,117 €June 2019
"Arran, Original BottlingSingle Cask b.2016One of 310 Bottles (Cask 894)",18,1998,53.70%,700,80 €June 2019
"Arran, Original Bottling b.2005One of 612 Bottles",,,60.80%,700,69 €October 2012
"Arran, Original Bottling",18,,46.00%,700,84 €June 2015
"Arran, Original BottlingSingle Cask b.2017One of 286 Bottles (Cask 800028)",14,2003,54.70%,700,69 €February 2019
"Arran, Original Bottling b.2015(Cask 2005/800451)",10,2005,55.40%,700,56 €May 2018
"Arran, Original BottlingSherry Cask b.2002One of 347 Bottles (Cask 97/1037)",5,1997,58.60%,700,106 €January 2016
"Arran, Original BottlingSingle Cask b.2012One of 325 Bottles (Cask 608)",16,1996,52.40%,700,111 €June 2019
"Arran, Original BottlingAmbassador´s ChoiceOne of 611 Bottles (Cask 444)",,1998,46.00%,700,50 €March 2019
"Arran, Original BottlingPrivate Cask(Cask 1997/533)",16,,48.80%,700,98 €October 2014
"Arran, Original BottlingPrivate BottlingOne of 200 Bottles (Cask 98/634)",18,,43.00%,700,58 €April 2019
"Arran, Original BottlingSherry Single Cask b.2007One of 629 Bottles (Cask 77)",9,1998,57.10%,700,100 €December 2017
"Arran, Original Bottling21st AnniversaryOne of 5988 Bottles",,,52.60%,700,128 €June 2019
"Arran, Original BottlingVintage Collection b.2004One of 6000 Bottles",8,1996,46.00%,700,78 €January 2019
"Arran, Original BottlingSingle Cask b.2015One of 175 Bottles (Cask 1597)",19,1996,45.20%,700,142 €February 2017
"Arran, Original BottlingVilla GemmaOne of 308 Bottles",,,56.70%,700,93 €April 2015
"Arran, Original BottlingSherry Cask Strong Box b.2012One of 254 Bottles (Cask 1974)",38,1974,52.30%,700,85 €December 2016
"Arran, Original BottlingTroon 2016One of 97 Bottles",17,2016,58.70%,700,92 €August 2018
"Arran, Original BottlingPrivate Bottling b.2017(Cask 245)",20,1997,53.00%,700,85 €June 2019
"Arran, Original BottlingSingle Cask b.2011One of 204 Bottles (Cask 85)",12,1999,56.50%,700,100 €March 2018
"Arran, Original BottlingSingle Malt",,,46.00%,700,35 €December 2018
"Arran, Original BottlingSingle Cask b.2017One of 147 Bottles (Cask 255)",17,2000,48.90%,700,166 €April 2019
"Arran, Original BottlingPort Cask Finish b.2004One of 865 Bottles",,,57.50%,700,87 €April 2018
"Arran, Original BottlingSingle Cask Strong Box b.2017One of 198 Bottles (Cask 753)",16,2001,51.60%,700,80 €June 2019
"Arran, Original BottlingSherry Single Cask b.2009One of 283 Bottles (Cask 485)",10,1999,55.60%,700,99 €November 2017
"Arran, Original BottlingBrandy Cask b.2006One of 705 Bottles",,,59.40%,700,75 €November 2018
"Arran, Original BottlingMillennium CasksOne of 7800 Bottles",,,53.50%,700,77 €June 2019
"Arran, Original BottlingKendals Cask b.2011(Cask 1352)",15,1996,50.80%,700,64 €March 2019
"Arran, Original BottlingThe Single Cask b.2015One of 102 Bottles (Cask 1607)",19,1996,45.80%,700,98 €September 2017
"Arran, Original BottlingSherry Cask b.2015One of 282 Bottles (Cask 31)",10,2005,53.70%,700,84 €August 2018
"Arran, Original BottlingPrivate Cask b.2013One of 258 Bottles (Cask 2006/018)",7,2006,56.40%,700,60 €April 2016
"Arran, Original BottlingFounder´s Reserve ",,,43.00%,700,44 €June 2019
"Arran, Original BottlingSherry Single Cask b.2008One of 295 Bottles (Cask 510)",11,1997,54.80%,700,62 €January 2019
"Arran, Original BottlingSassicaia Wine CaskOne of 5760 Bottles",,,50.00%,700,90 €May 2017
"Arran, Original BottlingSingle Cask b.2012One of 150 Bottles (Cask 637)",16,1996,51.30%,700,125 €July 2017
"Arran, Original BottlingSingle Cask b.2015One of 247 Bottles (Cask 2005/800171)",10,2005,55.50%,700,71 €September 2017
"Arran, Original BottlingPrivate Cask b.2015One of 215 Bottles (Cask 2006/038)",9,2006,53.60%,700,57 €February 2018
"Arran, Original BottlingSingle Cask b.2008One of 365 Bottles (Cask 1376)",10,1998,46.00%,700,62 €February 2018
"Arran, Original Bottling b.2003One of 233 Bottles (Cask 96/113)",7,1996,54.40%,700,61 €September 2012
"Arran, Original BottlingSherry Single Cask b.2005One of 652 Bottles (Cask 44)",7,1998,58.30%,700,129 €May 2015
"Arran, Original BottlingPrivate Cask b.2016One of 204 Bottles (Cask 05/800409)",11,2005,56.70%,700,60 €December 2017
"Arran, Original Bottling b.2005One of 216 Bottles (Cask 96/161)",9,1996,53.60%,700,104 €August 2014
"Arran, Original BottlingSherry Single Cask b.2013One of 240 Bottles (Cask 1026)",17,2006,53.60%,700,103 €September 2016
"Arran, Original Bottling2014 Release b.2014One of 9000 Bottles",17,,46.00%,700,76 €June 2019
"Arran, Original BottlingSherry Cask b.2011One of 520 Bottles (Cask 719)",14,1997,56.30%,700,92 €August 2018
"Arran, Original BottlingSingle Cask b.2014One of 261 Bottles (Cask 2000/132)",14,2000,56.00%,700,80 €January 2019
"Arran, Original BottlingSherry Single Cask b.2010One of 317 Bottles (Cask 816)",12,1998,57.70%,700,77 €May 2017
"Arran, Original BottlingSherry Single Cask b.2016One of 280 Bottles (Cask 219)",16,2000,52.80%,700,89 €April 2019
"Arran, Original BottlingSherry Cask b.2007One of 669 Bottles (Cask 24)",9,1998,58.10%,700,60 €June 2017
"Arran, Original Bottling25th Anniversary",,2008,57.40%,700,176 €February 2019
"Arran, Original Bottling b.2002One of 223 Bottles (Cask 95/97)",7,1995,57.30%,700,76 €November 2016
"Arran, Original BottlingSingle Cask b.2008One of 273 Bottles (Cask 458)",,,43.00%,750,84 €February 2017
"Arran, Original BottlingPrivate Cask b.2016One of 237 Bottles (Cask 1642)",20,1996,52.60%,700,80 €June 2019
"Arran, Original BottlingCote-Rotie Cask Finish b.2019",,,50.00%,700,57 €May 2019
"Arran, Original BottlingAmarone Cask",,,50.00%,700,51 €June 2019
"Arran, Original BottlingFino Sherry Cask b.2007One of 7980 Bottles",8,,50.00%,700,62 €March 2019
"Arran, Original BottlingDistillery Exclusive b.2018One of 262 Bottles (Cask 144)",19,1999,53.70%,700,164 €February 2019
"Arran, Original BottlingNapoleon b.2006One of 482 Bottles",,,57.80%,750,80 €January 2015
"Arran, Original BottlingSingle Cask b.2009One of 269 Bottles (Cask 781)",8,2001,55.10%,700,57 €April 2019
"Arran, Original BottlingSleeping Warrior b.2011One of 6000 Bottles",11,2000,54.90%,700,114 €June 2019
"Arran, Original BottlingMalt and Music Festival 2017 b.2011One of 190 Bottles (Cask 128)",16,1995,53.50%,700,210 €June 2019
"Arran, Original BottlingMarsala Cask Finish b.2018",,,50.00%,700,49 €June 2019
"Arran, Original Bottling15th Anniversary Strong Box b.2016One of 280 Bottles (Cask 654)",20,1996,54.80%,700,102 €April 2019
"Arran, Original BottlingPX Finish b.2005One of 312 Bottles",,,59.80%,700,195 €August 2015
"Arran, Original BottlingBourbon Cask b.2011One of 181 Bottles (Cask 1405)",15,1996,55.30%,700,74 €March 2019
"Arran, Original BottlingPrivate Cask b.2013One of 260 Bottles (Cask 2005/034)",17,1996,52.50%,700,105 €November 2017
"Arran, Original BottlingOpen Day 2011 b.2010One of 200 Bottles (Cask 104)",15,1995,52.00%,700,388 €December 2018
"Arran, Original BottlingBoreaux Wine Cask b.2005One of 313 Bottles",,,59.70%,700,152 €March 2015
"Arran, Original BottlingPrivate Cask b.2018(Cask 24)",21,1997,45.40%,700,108 €June 2019
"Arran, Original BottlingScottish Painters CollectionOne of 3000 Bottles",,,43.00%,700,119 €March 2019
"Arran, Original BottlingSherry Cask",,,52.00%,700,73 €January 2013
"Arran, Original BottlingSingle Cask b.2012One of 230 Bottles (Cask 1076)",15,1997,50.70%,700,101 €February 2019
"Arran, Original BottlingMarsala Cask Finish b.2004One of 311 Bottles",,,57.00%,700,128 €March 2019
"Arran, Original BottlingThe Ambassador´s Dram b.2015One of 254 Bottles (Cask 1084)",18,1997,51.30%,700,87 €January 2019
"Arran, Original BottlingSherry Cask b.2013One of 612 Bottles (Cask 938)",16,1997,56.50%,700,118 €March 2018
"Arran, Original BottlingPrivate Cask(Cask 1997/533)",16,,48.80%,700,98 €October 2014
"Arran, Original BottlingLoch Fyne b.2009One of 219 Bottles",10,1999,57.10%,700,75 €January 2019
"Arran, Original BottlingSingle Cask b.2016One of 212 Bottles (Cask 905)",15,2001,55.10%,700,68 €September 2018
"Arran, Original BottlingFounder´s Reserve ",14,,43.00%,700,56 €March 2018
"Arran, Original Bottling2015 Release b.2015One of 9000 Bottles",18,,46.00%,700,84 €June 2019
"Arran, Original BottlingVilla GemmaOne of 308 Bottles",,,56.70%,700,93 €April 2015
"Arran, Original BottlingSingle Cask b.2004One of 645 Bottles",6,1998,58.10%,700,62 €January 2018
"Arran, Original BottlingSingle Cask b.2005One of 323 Bottles (Cask 58)",,,58.80%,700,181 €December 2018
"Arran, Original BottlingPrivate Bottling b.2011(Cask 54/2001)",10,2001,56.30%,700,70 €November 2016
"Arran, Original Bottling b.2014One of 300 Bottles (Cask 1997/474)",17,1997,51.50%,700,75 €April 2019
"Arran, Original BottlingSingle Cask b.2015One of 251 Bottles (Cask 579)",18,1997,51.40%,700,123 €September 2016
"Arran, Original BottlingPrivate Cask b.2014(Cask 2005/037)",9,2005,57.80%,700,137 €November 2018
"Arran, Original BottlingSingle Cask b.2008One of 229 Bottles (Cask 695)",10,1998,57.50%,700,48 €April 2012
"Arran, Original BottlingFontalloro Wine Cask Finish b.2007One of 1944 Bottles",,,55.00%,700,136 €June 2019
"Arran, Original BottlingSingle Cask b.2004One of 281 Bottles",8,1996,58.50%,700,107 €February 2019
"Arran, Original BottlingSingle Cask b.2013One of 246 Bottles (Cask 533)",16,1997,48.80%,700,90 €April 2019
"Arran, Original Bottling15th Anniversary Bottling b.2010One of 5460 Bottles",11,1999,54.60%,700,89 €April 2019
"Arran, Original Bottling",18,,46.00%,700,84 €June 2015
"Arran, Original Bottling b.2007One of 771 Bottles (Cask 31)",9,1998,46.00%,700,106 €March 2019
"Arran, Original BottlingThe Peated Arran b.2008One of 255 Bottles (Cask 102)",4,2004,60.00%,700,66 €September 2016
"Arran, Original BottlingCask Strength b.2014One of 15000 Bottles (Batch 4)",12,,53.20%,700,63 €May 2019
"Arran, Original BottlingSherry Single Cask b.2008One of 295 Bottles (Cask 510)",11,1997,54.80%,700,62 €January 2019
"Arran, Original BottlingPort Cask Finish",,,50.00%,700,42 €March 2019
"Arran, Original BottlingVilla Gemma b.2005One of 317 Bottles",,,56.90%,700,175 €November 2018
"Arran, Original Bottling15th Anniversary Strong Box b.2016One of 225 Bottles (Cask 913)",19,1997,54.30%,700,95 €October 2018
"Arran, Original BottlingSingle Cask Malt b.2004One of 299 Bottles",8,1996,58.80%,700,131 €February 2018
"Arran, Original BottlingPrivate Cask b.2013One of 245 Bottles (Cask 2033)",17,1996,55.70%,700,131 €January 2019
"Arran, Original BottlingPrivate Cask b.2009(Cask 179)",13,1996,53.70%,700,70 €January 2019
"Arran, Original BottlingSherry Cask Strong Box b.2017One of 244 Bottles (Cask 718)",19,1998,54.00%,700,192 €March 2019
"Arran, Original BottlingPrivate Cask b.2013One of 246 Bottles (Cask 1997/518)",16,1997,50.10%,700,93 €January 2019
"Arran, Original BottlingSherry Single Cask b.2005One of 652 Bottles (Cask 44)",7,1998,58.30%,700,129 €May 2015
"Arran, Original BottlingSingle Cask b.2017One of 180 Bottles (Cask 600)",21,1996,51.20%,700,151 €February 2019
"Arran, Original BottlingCognac Cask b.2005One of 480 Bottles",,,59.50%,700,102 €June 2016
"Arran, Original BottlingPrivate Cask b.2015One of 317 Bottles (Cask 1090)",17,1998,54.60%,700,240 €May 2019
"Arran, Original BottlingSauternes Cask Finish",,,50.00%,700,37 €May 2018
"Arran, Original Bottling",10,,46.00%,700,35 €December 2018
"Arran, Original BottlingFounder´s Reserve b.2000",5,1995,43.00%,700,45 €March 2019
"Arran, Original BottlingSingle Cask b.2010One of 227 Bottles (Cask 709)",12,1998,57.90%,700,65 €October 2013
"Arran, Original BottlingPrivate Cask b.2015One of 250 Bottles (Cask 2008/1130)",7,2008,57.30%,700,73 €August 2017
"Arran, Original BottlingSherry Cask b.2010One of 326 Bottles (Cask 513)",12,1998,56.40%,700,178 €April 2019
"Arran, Original BottlingQuarter CaskOne of 12000 Bottles (Batch 1)",,,55.70%,700,56 €June 2019
"Arran, Original BottlingLeun´s CaskOne of 1144 Bottles",12,,50.00%,700,37 €July 2018
"Arran, Original Bottling1st Release",21,,46.00%,700,120 €May 2019
"Arran, Original BottlingPeated b.2015One of 256 Bottles (Cask 1166)",7,2008,60.10%,700,56 €November 2018
"Arran, Original BottlingKendals Cask b.2011(Cask 1352)",15,1996,50.80%,700,64 €March 2019
"Arran, Original BottlingCask Exclusive b.2014(Cask 2005/030)",9,2005,55.70%,700,77 €December 2018
"Arran, Original BottlingPrivate Cask b.2014(Cask 05/159)",9,2005,50.70%,700,56 €January 2019
"Arran, Original BottlingSherry Cask Strong Box b.2012One of 254 Bottles (Cask 1974)",38,1974,52.30%,700,85 €December 2016
"Arran, Original BottlingArranach 2012 b.2012",,,54.10%,200,58 €May 2018
"Arran, Original BottlingAnniversary b.2005One of 1200 Bottles",10,1995,46.00%,700,148 €December 2018
"Arran, Original BottlingBourbon Cask b.2011One of 181 Bottles (Cask 1405)",15,1996,55.30%,700,74 €March 2019
"Arran, Original BottlingPrivate Cask b.2015One of 202 Bottles (Cask 200/128)",15,2000,55.70%,700,85 €January 2019
"Arran, Original BottlingSingle Cask b.2010One of 200 Bottles (Cask 89)",11,1999,57.50%,700,45 €July 2012
"Arran, Original BottlingBoreaux Wine Cask b.2005One of 313 Bottles",,,59.70%,700,152 €March 2015
"Arran, Original BottlingSingle Cask b.2007One of 192 Bottles",11,1996,56.60%,700,198 €December 2018
"Arran, Original BottlingSingle Cask b.2011One of 204 Bottles (Cask 85)",12,1999,56.50%,700,100 €March 2018
"Arran, Original BottlingPrivate Cask b.2018(Cask 24)",21,1997,45.40%,700,108 €June 2019
"Arran, Original BottlingSingle Cask b.2005One of 315 Bottles",,,56.90%,700,94 €November 2018
"Arran, Original BottlingPinot Noir Cask FinishOne of 6960 Bottles",9,,50.00%,200,38 €April 2019
"Arran, Original BottlingPrivate Cask b.2012(Cask 1998/1143)",14,1998,55.50%,700,91 €April 2017
"Arran, Original BottlingPrivate Cask b.2012One of 258 Bottles (Cask 155)",7,2005,55.50%,700,43 €January 2019
