21,1989,2010,60.00%,700 ml,40745,NA,772 €,Miyagikyo Single Cask,"Original Bottling, Japan Single Malt"
18,1996,2014,62.00%,700 ml,42439,NA,684 €,Miyagikyo Single Cask,"Original Bottling, Japan Single Malt"
15,NA,NA,40.00%,700 ml,NA,NA,66 €,Mortlach,"Gordon & MacPhail, Speyside Single Malt"
NA,1938,NA,40.00%,50 ml,NA,NA,85 €,Mortlach,"Gordon & MacPhail, Speyside Single Malt"
18,1983,2001,57.00%,700 ml,2378,NA,213 €,Mortlach,"The Bottlers, Speyside Single Malt"
30,1987,2017,48.20%,700 ml,NA,138,307 €,Mortlach,"Cadenhead, Speyside Single Malt"
28,1987,2015,51.10%,700 ml,NA,180,199 €,Mortlach 76.127,"Scotch Malt Whisky Society, Speyside Single Malt"
27,1988,2015,52.60%,700 ml,NA,498,184 €,Mortlach Sherry Cask,"Cadenhead, Speyside Single Malt"
19,1997,2016,54.80%,700 ml,NA,NA,90 €,Mortlach,"Duncan Taylor, Speyside Single Malt"
17,1997,2014,49.00%,700 ml,NA,NA,212 €,Mortlach Drunken Master,"Original Bottling, Speyside Single Malt"
14,2002,2016,43.00%,700 ml,NA,NA,53 €,Mortlach,"Signatory Vintage, Speyside Single Malt"
20,NA,NA,43.00%,750 ml,NA,NA,773 €,Mortlach (1980s),"Sestante, Speyside Single Malt"
NA,NA,NA,48.00%,700 ml,NA,NA,126 €,Mortlach Speyside Festival 2013,"Original Bottling, Speyside Single Malt"
18,1975,1993,40.00%,700 ml,NA,NA,185 €,Mosstowie Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
25,1979,2004,40.00%,700 ml,NA,NA,195 €,Mosstowie Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
20,1979,1999,59.40%,700 ml,16532,NA,218 €,Mosstowie,"Mackillop's Choice, Speyside Single Malt"
NA,NA,NA,43.00%,750 ml,NA,NA,115 €,Yoichi Gold Samurai,"Original Bottling, Japan Single Malt"
24,1981,2005,40.00%,700 ml,NA,NA,196 €,Brechin Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt"
24,1981,2005,43.00%,700 ml,NA,NA,218 €,Brechin Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt"
14,NA,NA,43.00%,750 ml,NA,NA,59 €,Oban (1980s),"Original Bottling, Highlands Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,91 €,Oban 200th Anniversary,"Original Bottling, Highlands Single Malt"
10,NA,NA,50.00%,700 ml,NA,6000,228 €,Octomore 1st Release,"Original Bottling, Islay Single Malt"
5,NA,NA,59.50%,700 ml,NA,18000,155 €,Octomore 5.1,"Original Bottling, Islay Single Malt"
5,NA,NA,58.20%,700 ml,NA,18000,149 €,Octomore 6.2,"Original Bottling, Islay Single Malt"
5,NA,NA,64.00%,700 ml,NA,18000,199 €,Octomore 6.3 (Islay Barley),"Original Bottling, Islay Single Malt"
5,2010,2015,63.00%,700 ml,NA,NA,159 €,Octomore 7.3 (Islay Barley),"Original Bottling, Islay Single Malt"
17,NA,NA,46.00%,700 ml,NA,NA,83 €,Pulteney,"Original Bottling, Highlands Single Malt"
NA,1982,NA,43.00%,700 ml,NA,NA,297 €,Pulteney,"Gordon & MacPhail, Highlands Single Malt"
19,1983,2002,58.20%,700 ml,NA,NA,217 €,Pulteney 52.16,"Scotch Malt Whisky Society, Highlands Single Malt"
20,1989,2009,57.50%,700 ml,NA,6000,177 €,Pittyvaich 2009 Release,"Original Bottling, Speyside Single Malt"
6,2001,2007,61.50%,500 ml,NA,950,276 €,Port Charlotte PC5,"Original Bottling, Islay Single Malt"
13,NA,NA,43.00%,700 ml,NA,NA,363 €,Port Ellen,"Signatory Vintage, Islay Single Malt"
19,1970,1989,40.00%,750 ml,NA,NA,1117 €,Port Ellen,"Sestante, Islay Single Malt"
NA,1974,NA,40.00%,750 ml,NA,NA,501 €,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt"
24,1975,1999,57.10%,700 ml,1766,NA,519 €,Port Ellen,"Adelphi, Islay Single Malt"
24,1975,1999,43.00%,700 ml,1764,355,304 €,Port Ellen,"Signatory Vintage, Islay Single Malt"
25,1976,2001,50.10%,700 ml,NA,NA,393 €,Port Ellen,"Douglas McGibbon, Islay Single Malt"
27,1978,2005,54.30%,200 ml,NA,NA,363 €,Port Ellen 6th Annual Release,"Original Bottling, Islay Single Malt"
23,1978,2001,60.90%,700 ml,5265,464,480 €,Port Ellen,"Signatory Vintage, Islay Single Malt"
16,1979,1995,40.00%,700 ml,NA,NA,347 €,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt"
22,1979,2001,43.00%,700 ml,5147,361,390 €,Port Ellen,"Signatory Vintage, Islay Single Malt"
24,1979,2003,58.80%,500 ml,NA,425,555 €,Port Ellen Straight from the Cask (Burgundy Finish),"Signatory Vintage, Islay Single Malt"
23,1979,2002,46.00%,700 ml,6769 03/0154,NA,565 €,Port Ellen Barrel Selection,"Wilson & Morgan, Islay Single Malt"
21,1980,2001,43.00%,700 ml,NA,240,662 €,Port Ellen First Bottling,"Silver Seal, Islay Single Malt"
18,1981,1999,40.00%,700 ml,NA,NA,359 €,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt"
28,1982,2010,50.00%,700 ml,1516,NA,295 €,Port Ellen Dun Bheagan,"Ian Macleod, Islay Single Malt"
24,1982,2006,40.00%,700 ml,NA,NA,425 €,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt"
24,1982,2006,59.60%,700 ml,NA,509,439 €,Port Ellen,"The Whisky Fair, Islay Single Malt"
30,NA,NA,55.60%,700 ml,NA,234,599 €,Port Ellen The Old Malt Cask,"Douglas Laing, Islay Single Malt"
NA,NA,NA,58.20%,500 ml,NA,NA,386 €,Port Ellen Pe4 Elements of Islay,"Speciality Drinks, Islay Single Malt"
NA,NA,NA,57.90%,500 ml,NA,NA,398 €,Port Ellen Pe5 Elements of Islay,"Speciality Drinks, Islay Single Malt"
NA,1938,NA,40.00%,750 ml,NA,NA,1216 €,Macallan Pride of Strathspey,"Gordon & MacPhail, Speyside Single Malt"
20,1979,1999,60.30%,700 ml,NA,NA,552 €,Rosebank Rare Malts,"Original Bottling, Lowlands Single Malt"
16,1981,1997,63.90%,700 ml,NA,NA,577 €,Rosebank Flora & Fauna,"Original Bottling, Lowlands Single Malt"
17,1989,2006,54.20%,700 ml,NA,294,209 €,Rosebank,"Cadenhead, Lowlands Single Malt"
22,1989,2011,50.10%,700 ml,NA,222,263 €,Rosebank,"Cadenhead, Lowlands Single Malt"
21,1990,2011,53.80%,700 ml,NA,5604,439 €,Rosebank 2011 Release,"Original Bottling, Lowlands Single Malt"
20,1990,2010,56.70%,700 ml,NA,298,403 €,Rosebank,"Silver Seal, Lowlands Single Malt"
21,NA,NA,55.10%,700 ml,NA,498,1451 €,Rosebank The Roses (Edition 1),"Speciality Drinks, Lowlands Single Malt"
8,NA,NA,40.00%,750 ml,NA,NA,454 €,Rosebank (1980s),"Original Bottling, Lowlands Single Malt"
12,NA,2015,43.00%,700 ml,NA,NA,43 €,Brackla,"Original Bottling, Highlands Single Malt"
12,NA,NA,50.00%,700 ml,NA,250,73 €,Brackla The Old Malt Cask (Diamond Jubilee),"Douglas Laing, Highlands Single Malt"
21,NA,NA,40.00%,700 ml,NA,NA,109 €,Brackla,"Original Bottling, Highlands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,41 €,Brackla Single Malt,"Original Bottling, Highlands Single Malt"
30,1974,2004,56.20%,700 ml,NA,NA,309 €,Lochnagar Rare Malts,"Original Bottling, Highlands Single Malt"
18,1985,2003,43.00%,700 ml,NA,NA,82 €,Lochnagar,"Douglas McGibbon, Highlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,99 €,Scapa,"Original Bottling, Islands Single Malt"
25,1980,2005,54.00%,700 ml,NA,2000,604 €,Scapa,"Original Bottling, Islands Single Malt"
15,1980,1995,56.50%,700 ml,NA,NA,335 €,Scapa 17.16,"Scotch Malt Whisky Society, Islands Single Malt"
23,1992,2015,58.40%,500 ml,NA,NA,204 €,Scapa Reserve Collection,"Original Bottling, Islands Single Malt"
23,1992,2015,58.40%,500 ml,1069,780,206 €,Scapa Reserve Collection,"Original Bottling, Islands Single Malt"
12,2000,2012,43.00%,700 ml,NA,NA,85 €,Scapa,"Gordon & MacPhail, Islands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,102 €,Shinshu Mars Burn the Barrel,"Original Bottling, Japan Blend"
NA,NA,NA,39.00%,720 ml,NA,NA,99 €,Shinshu Mars Karuizawa Club,"Original Bottling, Japan Blend"
15,1986,2001,59.50%,550 ml,393,NA,215 €,Shinshu Mars Single Cask,"Original Bottling, Japan Single Malt"
8,1992,2000,43.00%,700 ml,1147,NA,212 €,Shinshu Mars Single Cask (American White Oak),"Original Bottling, Japan Single Malt"
NA,2011,NA,61.00%,700 ml,1347,580,272 €,Shinshu Mars Komagatake (Single Cask),"Original Bottling, Japan Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,70 €,Shinshu Mars Kumamoto (Bartender´s Project),"Original Bottling, Japan Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,114 €,Shinshu Mars The Lucky Cat (Ash 99),"Original Bottling, Japan Single Malt"
21,NA,NA,49.70%,500 ml,1,420,122 €,Glenmorangie,"That Boutique-y Whisky Company, Highlands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,39549,52 €,Speyside Distillery The Chairman´s Choice,"Spey Harvey's, Speyside Single Malt"
21,1978,1999,58.80%,700 ml,2867,NA,218 €,Speyburn Single Cask,"Original Bottling, Speyside Single Malt"
7,NA,NA,49.50%,500 ml,1,233,77 €,Speyburn (100th Release),"That Boutique-y Whisky Company, Speyside Single Malt"
10,NA,NA,46.00%,700 ml,NA,NA,55 €,Springbank (Old Style Black Label),"Original Bottling, Campbeltown Single Malt"
10,NA,NA,57.00%,700 ml,NA,NA,92 €,Springbank 100 Proof (1990s),"Original Bottling, Campbeltown Single Malt"
15,NA,NA,46.00%,700 ml,NA,NA,69 €,Springbank,"Original Bottling, Campbeltown Single Malt"
18,NA,NA,46.00%,700 ml,NA,NA,98 €,Springbank (Dark Label),"Original Bottling, Campbeltown Single Malt"
34,1970,2004,43.00%,700 ml,1679,588,483 €,Springbank Chieftain´s,"Ian Macleod, Campbeltown Single Malt"
8,1980,1988,50.00%,750 ml,NA,540,1031 €,Springbank (20th Anniversary),"Samaroli, Campbeltown Single Malt"
8,1991,1999,45.00%,750 ml,NA,NA,133 €,Springbank Single Cask,"Blackadder, Campbeltown Single Malt"
21,1993,2014,53.20%,700 ml,1993,NA,229 €,Springbank Private Cask,"Original Bottling, Campbeltown Single Malt"
7,1993,2000,59.30%,700 ml,NA,NA,196 €,Springbank 27.45,"Scotch Malt Whisky Society, Campbeltown Single Malt"
20,1995,2015,51.00%,700 ml,NA,286,521 €,Springbank Port Cask,"Original Bottling, Campbeltown Single Malt"
15,NA,NA,53.40%,700 ml,NA,NA,184 €,Springbank Nicholls and Sauvala,"Original Bottling, Campbeltown Single Malt"
14,1999,2013,56.30%,700 ml,246,NA,149 €,Springbank Fresh Port Cask,"Whiskykanzler, Campbeltown Single Malt"
14,1999,2013,54.80%,700 ml,368,NA,201 €,Springbank Sherry Cask,"Whiskykanzler, Campbeltown Single Malt"
20,NA,NA,59.90%,700 ml,NA,NA,567 €,Springbank The Bottling Hall Dinner 2017,"Original Bottling, Campbeltown Single Malt"
15,2000,2015,48.70%,700 ml,NA,342,123 €,Springbank Single Cask,"Original Bottling, Campbeltown Single Malt"
12,2003,2015,58.30%,700 ml,NA,696,121 €,Springbank Port Wood,"Original Bottling, Campbeltown Single Malt"
14,2003,2017,57.10%,700 ml,NA,186,177 €,Springbank Single Cask (Guadeloupe Rum Cask),"Original Bottling, Campbeltown Single Malt"
10,2006,2016,58.70%,700 ml,NA,NA,134 €,Springbank Duty Paid Sample,"Original Bottling, Campbeltown Single Malt"
10,2006,2016,58.80%,700 ml,NA,NA,126 €,Springbank Duty Paid Sample,"Original Bottling, Campbeltown Single Malt"
11,2006,2017,53.10%,700 ml,NA,9000,142 €,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt"
25,NA,2016,46.00%,700 ml,NA,900,411 €,Springbank 2016 Release,"Original Bottling, Campbeltown Single Malt"
30,NA,NA,50.00%,700 ml,NA,NA,483 €,Springbank,"Milroy's of Soho, Campbeltown Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,56 €,Springbank CV,"Original Bottling, Campbeltown Single Malt"
NA,NA,2017,62.00%,700 ml,NA,NA,134 €,Springbank The Tasting Room,"Original Bottling, Campbeltown Single Malt"
30,1973,2003,59.60%,700 ml,NA,1500,747 €,Linlithgow,"Original Bottling, Lowlands Single Malt"
30,1982,2012,43.00%,700 ml,1342,NA,301 €,Linlithgow,"Mackillop's Choice, Lowlands Single Malt"
33,1975,2008,43.00%,700 ml,NA,NA,425 €,St Magdalene Rare Old,"Gordon & MacPhail, Lowlands Single Malt"
24,1975,1999,50.10%,750 ml,NA,NA,785 €,St Magdalene 49.11,"Scotch Malt Whisky Society, Lowlands Single Malt"
31,1982,2013,53.50%,700 ml,NA,NA,421 €,St Magdalene,"Hart Brothers, Lowlands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,51 €,Strathisla (Old Style Dark Bottle),"Original Bottling, Speyside Single Malt"
32,1973,2005,49.40%,700 ml,2513,566,305 €,Strathisla Cask Strength (Heavily Peated),"Signatory Vintage, Speyside Single Malt"
13,2003,2016,58.30%,700 ml,62274,654,172 €,Strathisla Distillery Exclusive,"Original Bottling, Speyside Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,79 €,Yamazaki Special Reserve  (1970s),"Original Bottling, Japan Single Malt"
NA,NA,NA,49.14%,760 ml,NA,NA,199 €,Yamazaki Finest Old,"Original Bottling, Japan Blend"
NA,NA,NA,49.14%,760 ml,NA,NA,133 €,Yamazaki Very Rare Old (Dumpy Bottle),"Original Bottling, Japan Blend"
10,NA,NA,45.80%,700 ml,NA,NA,42 €,Talisker,"Original Bottling, Islands Single Malt"
10,NA,NA,45.80%,750 ml,NA,NA,151 €,Talisker (Map Label),"Original Bottling, Islands Single Malt"
10,NA,NA,45.80%,700 ml,NA,NA,70 €,Talisker (Island Label),"Original Bottling, Islands Single Malt"
12,NA,NA,43.00%,1000 ml,NA,NA,634 €,Talisker (1970s),"Original Bottling, Islands Single Malt"
25,1980,2005,50.00%,700 ml,NA,569,333 €,Talisker The Old Malt Cask (Director´s Tactical Selection),"Douglas Laing, Islands Single Malt"
25,NA,2006,56.90%,700 ml,NA,6894,287 €,Talisker 2006 Release,"Original Bottling, Islands Single Malt"
NA,NA,NA,45.80%,700 ml,NA,NA,35 €,Talisker Skye,"Original Bottling, Islands Single Malt"
35,1973,2008,56.00%,700 ml,3230,481,331 €,Tamdhu,"Gordon & MacPhail, Speyside Single Malt"
28,NA,NA,49.14%,750 ml,NA,NA,459 €,Tamdhu (1970s),"Original Bottling, Speyside Single Malt"
23,NA,NA,46.00%,750 ml,NA,NA,492 €,Tamnavulin (1980s),"Cadenhead, Speyside Single Malt"
12,NA,1991,43.00%,700 ml,NA,NA,307 €,Teaninich Limited Release,"Original Bottling, Highlands Single Malt"
17,NA,2001,58.30%,700 ml,NA,NA,137 €,Teaninich Manager´s Dram,"Original Bottling, Highlands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,42 €,Tobermory (1990s),"Original Bottling, Islands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,34 €,Tomatin (Black Label),"Original Bottling, Highlands Single Malt"
44,1962,2006,42.20%,700 ml,1589-1590,NA,977 €,Tomatin,"Original Bottling, Highlands Single Malt"
18,NA,NA,46.00%,700 ml,NA,60,365 €,Tomatin,"The Dram Good Whisky Co., Highlands Single Malt"
18,1990,2008,58.90%,700 ml,NA,NA,150 €,Tomatin 11.30,"Scotch Malt Whisky Society, Highlands Single Malt"
25,1990,2015,53.60%,700 ml,18824,166,109 €,Tomatin,"Whiskybroker.co.uk, Highlands Single Malt"
19,1994,2013,46.00%,700 ml,NA,534,70 €,Tomatin,"Cadenhead, Highlands Single Malt"
11,2005,2016,56.20%,700 ml,2698,248,79 €,Tomatin Single Cask (Bourbon Barrel),"Original Bottling, Highlands Single Malt"
5,NA,NA,43.00%,750 ml,NA,NA,75 €,Tomatin (1970s),"Original Bottling, Highlands Single Malt"
45,1967,2012,41.80%,700 ml,NA,126,440 €,Tomintoul,"The Whisky Fair, Speyside Single Malt"
18,1967,1985,40.00%,750 ml,NA,NA,172 €,Tomintoul Glenlivet,"Original Bottling, Speyside Single Malt"
28,1988,2016,50.40%,700 ml,NA,254,270 €,Tormore Birds,"Antique Lions of Spirits, Speyside Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,36 €,Tullibardine (1990s),"Original Bottling, Highlands Single Malt"
40,1965,2005,48.30%,700 ml,949,199,719 €,Tullibardine Cask Strength,"Original Bottling, Highlands Single Malt"
11,1993,2004,40.00%,700 ml,NA,NA,56 €,Tullibardine,"Original Bottling, Highlands Single Malt"
14,1993,2007,40.00%,700 ml,NA,NA,52 €,Tullibardine,"Original Bottling, Highlands Single Malt"
30,NA,NA,45.00%,700 ml,NA,NA,188 €,Tullibardine Stillman´s Dram,"Original Bottling, Highlands Single Malt"
NA,1993,NA,46.00%,700 ml,NA,NA,45 €,Tullibardine Sherry Wood,"Original Bottling, Highlands Single Malt"
40,NA,NA,46.00%,700 ml,NA,677,1594 €,Karuizawa The Essence of Karuizawa,"Ichiro Akuto, Japan Blend"
6,NA,NA,50.20%,500 ml,1,595,95 €,Laphroaig,"That Boutique-y Whisky Company, Islay Single Malt"
3,2013,2016,46.00%,700 ml,NA,NA,187 €,Wolfburn Kylver Series (Limited Edition),"Original Bottling, Highlands Single Malt"
3,2013,2016,46.00%,700 ml,NA,NA,46 €,Wolfburn,"Original Bottling, Highlands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,251 €,Yamazaki Pure Malt,"Original Bottling, Japan Single Malt"
