name,age,vintage,vol,ml,price
"Blanton's, Original BottlingGold Edition b.2015(Cask 635)",,,51.50%,700,100 €June 2018
"Eagle Rare, Original BottlingSingle Barrel(Cask 361)",10,,45.00%,750,62 €November 2018
"Ancient Age, Original Bottling",,,40.00%,1000,22 €November 2015
"Weller, Original Bottling",12,,45.00%,1750,181 €February 2018
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 283)",,,62.80%,700,100 €October 2018
"Eagle Rare, Original BottlingSummer 2000 b.2000",17,,45.00%,750,805 €February 2019
"George T. Stagg, Original Bottling2015 Release b.2015",,,69.10%,750,494 €June 2019
"Stagg Jr, Original Bottling(Batch 3)",,,66.05%,750,92 €January 2019
"Charter 101, Original Bottling",,,50.50%,1000,69 €April 2018
"Blanton's, Original BottlingSpecial Reserve",,,40.00%,700,51 €January 2015
"Blanton's, Original BottlingSingle Barrel(Cask 100)",,,65.55%,700,101 €July 2017
"George T. Stagg, Original BottlingOld Stagg",6,,43.00%,750,435 €September 2018
"Old Weller Antique, Original BottlingOriginal 107 Brand",,,53.50%,750,98 €June 2019
"Buffalo Trace, Original Bottling",,,45.00%,1750,69 €April 2018
"George T. Stagg, Original Bottling2007 Release b.2007",,,72.40%,750,610 €April 2017
"Weller, Original BottlingFall 2011 b.2010",12,1998,66.15%,750,521 €October 2016
"Old Taylor, Original Bottling",,,43.00%,700,277 €May 2019
"Eagle Rare, Original BottlingSummer 2017",17,,51.43%,750,1123 €November 2018
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 475)",,,65.45%,700,107 €October 2018
"Old Charter, Original Bottling",8,,40.00%,750,46 €June 2019
"Blanton's, Original BottlingStraight from the Cask b.2018(Cask 881)",,,68.30%,700,180 €April 2019
"George T. Stagg, Original Bottling2016 Release b.2016",,,72.05%,750,519 €June 2019
"Blanton's, Original BottlingStraight from the Barrel b.2017(Cask 226)",,,66.60%,700,164 €June 2019
"Blanton's, Original BottlingSingle Barrel b.1991(Cask 141)",,,46.50%,750,426 €May 2019
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 69)",,,45.00%,375,62 €December 2018
"Blanton's, Original BottlingGold Edition b.2016(Cask 348)",,,51.50%,700,85 €February 2018
"W.L. Weller, Original Bottling2017 Release b.2017One of 19000 Bottles",12,,64.10%,750,727 €May 2019
"Ancient Age, Original Bottling10 Star",,,45.00%,750,23 €May 2019
"George T. Stagg, Original Bottling2004 Release b.2004",,,65.90%,750,924 €April 2019
"Blanton's, Original BottlingSpecial Reserve b.2014(Cask 309)",,,40.00%,700,98 €February 2019
"Blanton's, Original BottlingSingle Barrel b.2015(Cask 573)",,,46.50%,700,58 €February 2017
"J.W. Dant, Original BottlingSpecial Reserve",4,,40.00%,750,172 €September 2018
"Stagg Jr, Original Bottling(Batch 5)",,,64.85%,750,84 €July 2018
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 222)",,,63.35%,700,112 €December 2017
"Blanton's, Original BottlingGold Edition b.2018(Cask 508)",,,51.50%,700,99 €January 2019
"W.L. Weller, Original Bottling2014 Release b.2014",,,70.10%,750,667 €June 2019
"Blanton's, Original BottlingSpecial Reserve b.2003(Cask 4)",,,40.00%,700,107 €February 2019
"Eagle Rare, Original BottlingFall 2011 b.2011",17,,45.00%,750,956 €April 2019
"Blanton's, Original BottlingBarrell Bourbon b.2008(Cask 54)",,,63.50%,700,102 €September 2017
"J.W. Dant, Original Bottling",,,43.00%,750,149 €January 2019
"Elmer T. Lee, Original BottlingMemorial Bottling b.2014",,,46.50%,750,395 €June 2019
"Blanton's, Original BottlingGold Edition b.2015(Cask 115)",,,51.50%,700,149 €April 2019
"Blanton's, Original BottlingBarrell Bourbon b.2005(Cask 73)",,,65.80%,750,175 €February 2019
"Blanton's, Original BottlingSpecial Reserve b.2001(Cask 207)",,,40.00%,700,60 €December 2014
"George T. Stagg, Original BottlingOld Stagg",6,,43.00%,750,435 €September 2018
"Blanton's, Original BottlingSingle Barrel b.2015(Cask 621 )",,,40.00%,700,68 €July 2017
"Ancient Age, Original Bottling86 Proof",,,43.00%,1750,205 €August 2018
"Old Weller, Original BottlingOriginal 107 Proof",7,,53.50%,750,1358 €June 2019
"Blanton's, Original BottlingGold Edition b.2018(Cask 1924)",,,51.50%,700,108 €April 2019
"W.L. Weller, Original Bottling2015 Release b.2015",,,67.30%,750,704 €June 2019
"Blanton's, Original BottlingSingle Barrel b.2014(Cask 294)",,,50.00%,700,156 €February 2018
"Blanton's, Original BottlingSpecial Reserve",,,40.00%,700,51 €January 2015
"Sazerac, Original BottlingFall 2008 b.2008",18,,45.00%,750,1023 €May 2019
"Blanton's, Original BottlingGold Edition b.2009(Cask 185)",,,51.50%,700,52 €September 2012
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 592)",,,66.10%,750,81 €March 2018
"George T. Stagg, Original Bottling2016 Release b.2016",,,72.05%,750,519 €June 2019
"Sazerac, Original BottlingFall 2012 b.2012",18,,45.00%,750,682 €July 2018
"Blanton's, Original BottlingSingle Barrel b.2014(Cask 293)",,,50.00%,700,145 €January 2018
"Buffalo Trace, Original BottlingExperimental Collection b.2014",12,2002,45.00%,375,118 €January 2019
"Blanton's, Original BottlingSingle Barrel Gift Box b.1997(Cask 246)",,,46.50%,750,74 €June 2019
"Old Charter, Original Bottling",10,,43.00%,750,57 €May 2019
"Blanton's, Original BottlingStraight from the Cask b.2018(Cask 881)",,,68.30%,700,180 €April 2019
"Ancient Age, Original Bottling",10,,43.00%,750,224 €November 2018
"Eagle Rare, Original BottlingSingle Barrel(Cask 361)",10,,45.00%,750,62 €November 2018
"Ancient Age, Original Bottling",,,40.00%,750,93 €October 2018
"Blanton's, Original BottlingGold Edition b.2018(Cask 1527)",,,51.50%,700,123 €May 2019
"Old Charter, Original Bottling",7,,43.00%,750,102 €April 2019
"Blanton's, Original BottlingGold Edition b.2018(Cask 1526)",,,51.50%,700,115 €April 2019
"Weller, Original Bottling",8,,47.50%,750,548 €April 2019
"Eagle Rare, Original BottlingFall 2002 b.2002",17,,45.00%,750,916 €February 2019
"Blanton's, Original BottlingSingle Barrel b.2009(Cask 83)",,,66.45%,700,46 €March 2012
"W.L. Weller, Original BottlingHeritage Collection",10,,50.00%,750,810 €March 2019
"Old Charter, Original Bottling",8,,40.00%,750,46 €June 2019
"Blanton's, Original BottlingSingle Barrel b.1991(Cask 141)",,,46.50%,750,426 €May 2019
"Stagg Jr, Original Bottling(Batch 9)",,,65.95%,750,103 €August 2018
"Eagle Rare, Original BottlingFall 2008 b.2008",17,,45.00%,750,980 €May 2019
"W.L. Weller, Original Bottling b.2015",12,2003,67.30%,700,648 €June 2019
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 166)",,,45.00%,375,95 €February 2019
"Blanton's, Original BottlingSpecial Reserve b.2004(Cask 31)",,,40.00%,700,128 €March 2019
"Blanton's, Original BottlingStraight from the Cask b.2017(Cask 1620)",,,66.30%,700,112 €January 2019
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 9)",,,45.00%,375,87 €August 2017
"Ancient Age, Original Bottling",,,40.00%,1000,22 €November 2015
"W.L. Weller, Original Bottling2017 Release b.2017One of 19000 Bottles",12,,64.10%,750,727 €May 2019
"Old Taylor, Original Bottling",,,40.00%,750,199 €March 2019
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 279)",,,62.80%,700,106 €January 2018
"W.L. Weller, Original Bottling",,,64.95%,750,1996 €December 2017
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 175)",,,45.00%,375,164 €February 2019
"Old Taylor, Original Bottling",6,,43.00%,1000,142 €July 2017
"Blanton's, Original BottlingSingle Barrel b.2006(Cask 276)",,,66.45%,700,132 €January 2015
"Blanton's, Original BottlingStraight from the Barrel b.2018(Cask 1206)",,,64.80%,700,188 €May 2019
"Blanton's, Original BottlingStraight from the Cask b.2017(Cask 1806)",,,63.05%,750,106 €October 2018
"Blanton's, Original BottlingSingle Barrel(Cask 100)",,,65.55%,700,101 €July 2017
"George T. Stagg, Original Bottling2013 Release b.2013",15,,64.10%,750,440 €May 2019
"Blanton's, Original BottlingSingle Barrel b.2017(Cask 913)",,,50.00%,700,281 €June 2019
"Blanton's, Original BottlingSingle Barrel b.2018(Cask 560)",,,46.50%,700,70 €May 2019
"Stagg Jr, Original Bottling",,,66.25%,750,94 €October 2016
"Old Taylor, Original Bottling",4,,43.00%,750,185 €December 2016
"Blanton's, Original BottlingSingle Barrel b.2017(Cask 141)",,,46.50%,700,86 €June 2019
"Colonel E.H Taylor, Original Bottling2017 Release b.2017",,,50.00%,750,537 €November 2018
"Blanton's, Original BottlingGold Edition b.2016(Cask 344)",,,51.50%,700,61 €September 2017
"Blanton's, Original BottlingSingle Barrel(Cask 127)",,,46.50%,750,77 €March 2019
"Blanton's, Original BottlingSingle Barrel",,,40.00%,700,49 €June 2016
"Blanton's, Original BottlingSingle Barrel b.2018(Cask 1597 )",,,64.80%,700,136 €July 2018
"Blanton's, Original BottlingSingle Barrel b.1993(Cask 134)",,,46.00%,750,310 €May 2019
"Blanton's, Original BottlingSpecial Reserve b.2013(Cask 277)",,,40.00%,700,41 €May 2016
"Blanton's, Original BottlingSpecial Reserve b.2004(Cask 30)",,,40.00%,700,106 €February 2019
"W.L. Weller, Original BottlingSpecial Reserve",7,,45.00%,1000,676 €May 2019
"Blanton's, Original BottlingSpecial Reserve b.2014(Cask 301)",,,40.00%,700,152 €May 2019
"Ancient Age, Original Bottling10 Star",,,45.00%,750,23 €May 2019
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 230)",,,62.80%,700,100 €December 2017
"Buffalo Trace, Original Bottling90 Proof",,,45.00%,1000,57 €February 2019
"Blanton's, Original BottlingGold Edition b.2015(Cask 614)",,,51.50%,700,93 €October 2018
"Old Charter, Original BottlingDucks Unlimited",10,,43.00%,750,89 €April 2019
"George T. Stagg, Original BottlingFirst Release b.2002",,,68.80%,750,3333 €June 2019
"Blanton's, Original BottlingStraight from the Cask b.2017(Cask 54)",,,65.70%,700,125 €November 2018
"Eagle Rare, Original BottlingSummer 2000 b.2000",17,,45.00%,750,805 €February 2019
"Old Taylor, Original Bottling",,,43.00%,700,277 €May 2019
"Eagle Rare, Original BottlingSingle Barrel(Cask 248)",10,,45.00%,750,102 €February 2019
"Blanton's, Original BottlingSingle Barrel b.2016(Cask 25)",,,46.50%,750,101 €May 2019
"Blanton's, Original BottlingGold Edition b.2011(Cask 109)",,,51.50%,700,105 €September 2018
"W.L. Weller, Original Bottling2012 Release b.2012",,,61.70%,750,885 €May 2019
"Blanton's, Original BottlingSingle Barrel b.2016(Cask 138)",,,46.50%,750,60 €February 2019
"Blanton's, Original BottlingStraight from the Cask b.2015(Cask 264)",,,62.80%,700,82 €June 2017
"Wathen's, Original BottlingSingle Barrel b.2010(Cask 215)",,,47.00%,750,44 €June 2019
"Blanton's, Original BottlingStraight from the Cask b.2017(Cask 47)",,,64.60%,700,160 €September 2018
"Blanton's, Original BottlingSingle Barrel b.2017(Cask 853)",,,46.50%,700,64 €June 2019
"W.L. Weller, Original Bottling",7,,45.00%,700,277 €June 2019
"Blanton's, Original BottlingGold Edition b.2016(Cask 348)",,,51.50%,700,85 €February 2018
"Blanton's, Original BottlingSpecial Reserve b.2018(Cask 1588)",,,40.00%,700,160 €June 2019
"Blanton's, Original BottlingStraight from the Cask b.2014(Cask 388)",,,66.35%,700,115 €January 2016
"George T. Stagg, Original Bottling2005 Release b.2005",16,1988,65.45%,750,1305 €January 2019
"Blanton's, Original BottlingGold Edition b.2010(Cask 32)",,,51.50%,700,58 €February 2014
"Blanton's, Original BottlingGold Edition b.2015(Cask 613)",,,51.50%,700,68 €July 2017
"W.L. Weller, Original Bottling",12,,45.00%,700,80 €September 2018
"Colonel E.H Taylor, Original BottlingStraight Rye",,,50.00%,750,111 €June 2019
"Blanton's, Original BottlingSingle Barrel b.2015(Cask 154)",,,40.00%,750,119 €March 2019
"Blanton's, Original BottlingSpecial Reserve b.2017(Cask 163)",,,40.00%,700,111 €December 2018
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 6)",,,45.00%,375,92 €August 2018
"Blanton's, Original BottlingSingle Barrel b.2016(Cask 292)",,,62.80%,700,76 €February 2018
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 175)",,,45.00%,375,164 €February 2019
"Blanton's, Original BottlingSingle Barrel b.2006(Cask 276)",,,66.45%,700,132 €January 2015
"Sazerac, Original BottlingFall 2010 b.2010",18,,45.00%,750,816 €January 2019
"Blanton's, Original BottlingSingle Barrel b.2015(Cask 619)",,,46.50%,700,39 €February 2017
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 2)",,,45.00%,375,116 €January 2018
"Blanton's, Original BottlingStraight from the Barrel b.2018(Cask 1214)",,,64.80%,700,147 €April 2019
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 36)",,,45.00%,375,113 €October 2015
"Blanton's, Original BottlingSingle Barrel b.2017(Cask 1091)",,,55.00%,700,246 €March 2019
"Blanton's, Original BottlingSingle Barrel b.2018(Cask 578)",,,46.50%,700,65 €June 2019
"Buffalo Trace, Original BottlingSingle Oak Project(Cask 165)",,,45.00%,375,80 €December 2018
"J.W. Dant, Original Bottling",7,,43.00%,700,97 €January 2019
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 412)",,,63.80%,700,125 €February 2019
"Blanton's, Original BottlingGold Edition b.2006(Cask 325)",,,51.50%,750,213 €May 2019
"W.L. Weller, Original Bottling2018 Release b.2018",,,62.85%,750,611 €June 2019
"Old Charter, Original BottlingThe Classic",12,,45.00%,750,156 €May 2019
"Blanton's, Original BottlingSpecial Reserve b.2013(Cask 277)",,,40.00%,700,41 €May 2016
"Blanton's, Original BottlingGold Edition b.2009(Cask 185)",,,51.50%,700,52 €September 2012
"Blanton's, Original BottlingStraight from the Cask b.2016(Cask 592)",,,66.10%,750,81 €March 2018
